1,2,3,4,5,6,7,8
0.017449666,0.017449666,0.017449666,0.017449666,0.017449666,0.017449666,0.017449666,0.017449666
0.042953014,0.042953014,0.042953014,0.042953014,0.042953014,0.042953014,0.042953014,0.042953014
0.03489933,0.03489933,0.03489933,0.03489933,0.03489933,0.03489933,0.03489933,0.03489933
0.01610738,0.01610738,0.01610738,0.01610738,0.01610738,0.01610738,0.01610738,0.01610738
0.04832214,0.04832214,0.04832214,0.04832214,0.04832214,0.04832214,0.04832214,0.04832214
0.033557046,0.033557046,0.033557046,0.033557046,0.033557046,0.033557046,0.033557046,0.033557046
0.005369127,0.005369127,0.005369127,0.005369127,0.005369127,0.005369127,0.005369127,0.005369127
0.0067114113,0.0067114113,0.0067114113,0.0067114113,0.0067114113,0.0067114113,0.0067114113,0.0067114113
0.029530203,0.029530203,0.029530203,0.029530203,0.029530203,0.029530203,0.029530203,0.029530203
0.0040268423,0.0040268423,0.0040268423,0.0040268423,0.0040268423,0.0040268423,0.0040268423,0.0040268423
0.04026846,0.04026846,0.04026846,0.04026846,0.04026846,0.04026846,0.04026846,0.04026846
0.06711409,0.06711409,0.06711409,0.06711409,0.06711409,0.06711409,0.06711409,0.06711409
0.045637585,0.045637585,0.045637585,0.045637585,0.045637585,0.045637585,0.045637585,0.045637585
0.012080538,0.012080538,0.012080538,0.012080538,0.012080538,0.012080538,0.012080538,0.012080538
0.03221476,0.03221476,0.03221476,0.03221476,0.03221476,0.03221476,0.03221476,0.03221476
0.0013422847,0.0013422847,0.0013422847,0.0013422847,0.0013422847,0.0013422847,0.0013422847,0.0013422847
0.055033553,0.055033553,0.055033553,0.055033553,0.055033553,0.055033553,0.055033553,0.055033553
0.04161074,0.04161074,0.04161074,0.04161074,0.04161074,0.04161074,0.04161074,0.04161074
0.038926173,0.038926173,0.038926173,0.038926173,0.038926173,0.038926173,0.038926173,0.038926173
0.051006712,0.051006712,0.051006712,0.051006712,0.051006712,0.051006712,0.051006712,0.051006712
0.009395969,0.009395969,0.009395969,0.009395969,0.009395969,0.009395969,0.009395969,0.009395969
0.05637584,0.05637584,0.05637584,0.05637584,0.05637584,0.05637584,0.05637584,0.05637584
0.010738254,0.010738254,0.010738254,0.010738254,0.010738254,0.010738254,0.010738254,0.010738254
0.025503349,0.025503349,0.025503349,0.025503349,0.025503349,0.025503349,0.025503349,0.025503349
0.0442953,0.0442953,0.0442953,0.0442953,0.0442953,0.0442953,0.0442953,0.0442953
0.01879195,0.01879195,0.01879195,0.01879195,0.01879195,0.01879195,0.01879195,0.01879195
0.014765096,0.014765096,0.014765096,0.014765096,0.014765096,0.014765096,0.014765096,0.014765096
0.037583888,0.037583888,0.037583888,0.037583888,0.037583888,0.037583888,0.037583888,0.037583888
0.05369128,0.05369128,0.05369128,0.05369128,0.05369128,0.05369128,0.05369128,0.05369128
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.030872488,0.030872488,0.030872488,0.030872488,0.030872488,0.030872488,0.030872488,0.030872488
0.021476507,0.021476507,0.021476507,0.021476507,0.021476507,0.021476507,0.021476507,0.021476507
0.020134222,0.020134222,0.020134222,0.020134222,0.020134222,0.020134222,0.020134222,0.020134222
0.11006711,0.11006711,0.11006711,0.11006711,0.11006711,0.11006711,0.11006711,0.11006711
0.02818792,0.02818792,0.02818792,0.02818792,0.02818792,0.02818792,0.02818792,0.02818792
0.052348994,0.052348994,0.052348994,0.052348994,0.052348994,0.052348994,0.052348994,0.052348994
0.046979867,0.046979867,0.046979867,0.046979867,0.046979867,0.046979867,0.046979867,0.046979867
0.022818793,0.022818793,0.022818793,0.022818793,0.022818793,0.022818793,0.022818793,0.022818793
0.013422823,0.013422823,0.013422823,0.013422823,0.013422823,0.013422823,0.013422823,0.013422823
0.036241613,0.036241613,0.036241613,0.036241613,0.036241613,0.036241613,0.036241613,0.036241613
0.024161076,0.024161076,0.024161076,0.024161076,0.024161076,0.024161076,0.024161076,0.024161076
0.026845634,0.026845634,0.026845634,0.026845634,0.026845634,0.026845634,0.026845634,0.026845634
0.008053696,0.008053696,0.008053696,0.008053696,0.008053696,0.008053696,0.008053696,0.008053696
0.0026845573,0.0026845573,0.0026845573,0.0026845573,0.0026845573,0.0026845573,0.0026845573,0.0026845573
